192,52,60,12
166,39,72,14
84,28,152,7
18,63,242,0
6,150,247,2
0,218,248,2
12,226,213,4
40,204,155,4
61,191,101,6
67,178,58,6
86,176,30,8
143,182,8,8
194,164,32,10
186,112,60,10
165,80,72,12
162,72,94,12
146,53,84,14
80,20,147,7
14,38,223,0
0,100,220,2
0,166,234,2
0,230,247,4
0,252,214,4
10,238,163,6
28,219,81,6
120,210,10,8
228,177,8,8
250,120,16,10
246,72,18,10
242,37,38,12
220,10,60,12
186,0,62,14
98,20,98,7
24,38,152,0
27,32,190,2
32,30,220,2
31,79,234,4
18,159,240,4
18,198,206,6
52,193,125,6
66,160,38,8
120,160,5,8
194,164,40,10
186,124,76,10
156,75,68,12
132,32,40,12
94,16,27,14
53,22,130,7
36,56,240,0
36,124,252,2
29,184,255,2
30,213,238,4
34,218,184,4
14,198,112,6
6,168,38,6
52,161,0,8
137,178,1,8
191,163,0,10
198,106,0,10
189,56,26,12
180,30,62,12
160,20,64,14
91,30,78,7
44,54,124,0
44,54,167,2
36,40,201,2
34,60,218,4
32,101,224,4
12,156,231,6
0,219,244,6
62,232,220,8
82,208,158,8
54,169,100,10
88,144,70,10
150,134,35,12
158,97,17,12
116,46,37,14
56,11,72,7
0,0,128,0
0,0,179,2
0,26,230,2
0,76,255,4
0,128,254,4
0,178,254,6
0,230,255,6
0,255,230,8
0,230,153,8
26,204,51,10
77,179,0,10
128,127,0,12
178,76,0,12
179,26,0,14
89,12,121,7
18,63,242,0
6,150,247,2
0,218,248,2
12,226,213,4
40,204,155,4
61,191,101,6
67,178,58,6
86,176,30,8
143,182,8,8
194,164,32,10
186,112,60,10
165,80,72,12
162,72,94,12
146,53,84,14
