status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,4.0,3.0,0.28,East Longmeadow,Massachusetts,1028.0,2500.0,2019-06-21,399000.0
for_sale,4.0,4.0,0.97,East Longmeadow,Massachusetts,1028.0,3000.0,2006-09-28,739900.0
for_sale,2.0,2.0,0.46,East Longmeadow,Massachusetts,1028.0,1174.0,2001-12-17,299000.0
for_sale,4.0,1.0,0.22,East Longmeadow,Massachusetts,1028.0,1425.0,2013-03-26,304900.0
for_sale,2.0,1.0,0.57,East Longmeadow,Massachusetts,1028.0,1020.0,2001-08-20,409900.0
for_sale,1.0,1.0,0.47,Cummington,Massachusetts,1026.0,608.0,2019-10-25,160000.0
for_sale,3.0,3.0,21.0,Granville,Massachusetts,1034.0,3362.0,1996-06-27,649000.0
for_sale,3.0,2.0,0.49,Agawam,Massachusetts,1030.0,1708.0,1992-08-06,379900.0
for_sale,4.0,3.0,0.61,Agawam,Massachusetts,1030.0,2857.0,2006-07-31,589900.0
for_sale,3.0,1.0,0.28,Agawam,Massachusetts,1030.0,1260.0,2006-09-15,300000.0
for_sale,5.0,4.0,0.53,Agawam,Massachusetts,1030.0,2094.0,1996-07-31,439900.0
for_sale,3.0,1.0,1.41,Hardwick,Massachusetts,1031.0,1092.0,1989-12-08,269900.0
for_sale,1.0,1.0,0.47,Cummington,Massachusetts,1026.0,608.0,2019-10-25,160000.0
for_sale,2.0,2.0,0.92,Whately,Massachusetts,1093.0,1723.0,1997-09-25,389900.0
for_sale,4.0,2.0,0.56,Granby,Massachusetts,1033.0,1523.0,2007-09-19,324900.0
for_sale,2.0,1.0,3.0,Savoy,Massachusetts,1256.0,980.0,2006-09-20,149900.0
for_sale,2.0,1.0,0.4,South Hadley,Massachusetts,1075.0,1034.0,1996-02-28,224900.0
for_sale,3.0,2.0,0.3,Holyoke,Massachusetts,1040.0,1880.0,2002-02-15,365000.0
for_sale,9.0,6.0,0.19,Adams,Massachusetts,1220.0,5364.0,1998-06-25,399900.0
for_sale,4.0,2.0,0.3,South Hadley,Massachusetts,1075.0,2112.0,2001-05-24,295000.0
